Date,Type,Ticker,ISIN,Name,Asset Type,Shares,Price,Total,Fees,Currency,Source
2024-07-22 00:00:00,Cost,,,,Unknown,0.0,1.0,0.0,4.99,EUR,Unknown
2024-07-22 00:00:00,TransferIn,,,,Unknown,200.0,1.0,200.0,0.0,EUR,Unknown
2024-07-22 00:00:00,Buy,FWRA.MI,,Invesco FTSE All-World UCITS ETF Acc,Stock,496.0,6.05,-2999.31,0.0,EUR,Unknown
2024-07-22 00:00:00,Buy,HIMS,,Hims & Hers Health,Stock,14.0,18.45,-258.3,0.0,EUR,Unknown
2024-07-22 00:00:00,Buy,TSM,,TSMC (ADR),Stock,2.0,153.8,-307.6,0.0,EUR,Unknown
2024-07-24 00:00:00,Dividend,CSCO,,Cisco Systems,Stock,12.0,0.37,4.42,0.0,EUR,Unknown
2024-07-26 00:00:00,Dividend,DHR,,Danaher,Stock,2.0,0.25,0.5,0.0,EUR,Unknown
2024-07-26 00:00:00,Dividend,HUM,,Humana,Stock,2.0,0.82,1.63,0.0,EUR,Unknown
2024-07-27 00:00:00,TransferOut,,,,Unknown,96.0,1.0,96.0,0.0,EUR,Unknown
2024-07-29 00:00:00,Dividend,1211.HK,,BYD,Stock,72.0,0.13333333333333333,9.64,0.0,EUR,Unknown
2024-07-30 00:00:00,TransferIn,,,,Unknown,1300.0,1.0,1300.0,0.0,EUR,Unknown
2024-07-31 00:00:00,TransferIn,,,,Unknown,2000.0,1.0,2000.0,0.0,EUR,Unknown
2024-07-31 00:00:00,Interest,,,,Unknown,1.72,1.0,1.72,0.0,EUR,Unknown
2024-07-31 00:00:00,Dividend,JPM,,JPMorgan Chase & Co.,Stock,2.0,1.07,2.13,0.0,EUR,Unknown
2024-07-31 00:00:00,Buy,PG,,Procter & Gamble,Stock,2.0,148.86,-297.72,0.0,EUR,Unknown
2024-07-31 00:00:00,Buy,STLA,,Stellantis N.V.,Stock,17.0,15.42,-262.17,0.0,EUR,Unknown
2024-07-31 00:00:00,Buy,ASML.AS,,ASML Holding,Stock,1.0,851.7,-851.7,0.0,EUR,Unknown
2024-07-31 00:00:00,Buy,MSFT,,Microsoft,Stock,1.0,384.4,-384.4,0.0,EUR,Unknown
2024-07-31 00:00:00,Buy,SYK,,Stryker,Stock,1.0,300.7,-300.7,0.0,EUR,Unknown
2024-08-01 00:00:00,Dividend,BMY,,Bristol Myers Squibb,Stock,13.0,0.55,7.14,0.0,EUR,Unknown
2024-08-01 00:00:00,Dividend,FCX,,Freeport-McMoRan,Stock,18.0,0.14,2.47,0.0,EUR,Unknown
2024-08-01 00:00:00,TransferOut,,,,Unknown,17.9,1.0,17.9,0.0,EUR,Unknown
2024-08-01 00:00:00,Sell,PFE,,Pfizer,Stock,18.0,28.43,511.74,0.0,EUR,Unknown
2024-08-01 00:00:00,Buy,NVDA,,NVIDIA,Stock,3.0,100.42,-301.26,0.0,EUR,Unknown
2024-08-01 00:00:00,Buy,TSLA,,Tesla,Stock,1.0,200.6,-200.6,0.99,EUR,Unknown
2024-08-02 00:00:00,TransferIn,,,,Unknown,2.37,1.0,2.37,0.0,EUR,Unknown
2024-08-02 00:00:00,Dividend,BTAFF,,British American Tobacco,Stock,39.0,0.68,26.65,0.0,EUR,Unknown
2024-08-02 00:00:00,Buy,IE00B4NCWG09,,iShares Physical Silver ETC - USD ACC,Stock,8.100773,24.69,-200.0,0.0,EUR,Unknown
2024-08-02 00:00:00,Buy,IE00B7Y34M31,,WisdomTree S&P 500 3x Daily Leveraged,Stock,4.958472,80.67,-400.0,0.0,EUR,Unknown
2024-08-02 00:00:00,Buy,PHYMF,,iShares Physical Gold ETC - USD ACC,Stock,6.765594,44.34,-300.0,0.0,EUR,Unknown
2024-08-02 00:00:00,Buy,IE00BLRPRL42,,WisdomTree NASDAQ 100 3x Daily Leveraged,Stock,2.49159,160.54,-400.0,0.0,EUR,Unknown
2024-08-02 00:00:00,Buy,PHYMF,,iShares Physical Gold ETC - USD ACC,Stock,0.053472,44.32,-2.37,0.0,EUR,Unknown
2024-08-02 00:00:00,Buy,FWRA.MI,,Invesco FTSE All-World UCITS ETF Acc,Stock,174.0,5.8,-1008.33,0.0,EUR,Unknown
2024-08-02 00:00:00,Sell,MELI,,Mercado Libre,Stock,1.0,1598.8,1598.8,0.0,EUR,Unknown
2024-08-02 00:00:00,Buy,ASML.AS,,ASML Holding,Stock,1.0,735.5,-735.5,0.0,EUR,Unknown
2024-08-02 00:00:00,Buy,AMZN,,Amazon,Stock,3.0,150.98,-452.94,0.0,EUR,Unknown
2024-08-02 00:00:00,Buy,JUMSF,,Jumbo,Stock,17.0,23.94,-406.98,0.0,EUR,Unknown
2024-08-05 00:00:00,TransferOut,,,,Unknown,10.56,1.0,10.56,0.0,EUR,Unknown
2024-08-05 00:00:00,TransferIn,,,,Unknown,500.0,1.0,500.0,0.0,EUR,Unknown
2024-08-06 00:00:00,Buy,DE000SW19FA0,,"SocGen FaktS O.End CBOE VIX 16,741",Stock,1000.0,0.48,-480.0,1.0,EUR,Unknown
2024-08-08 00:00:00,Dividend,DE,,Deere & Co.,Stock,2.0,1.34,2.68,0.0,EUR,Unknown
2024-08-08 00:00:00,TransferOut,,,,Unknown,8.32,1.0,8.32,0.0,EUR,Unknown
2024-08-09 00:00:00,TransferOut,,,,Unknown,15.04,1.0,15.04,0.0,EUR,Unknown
2024-08-09 00:00:00,TransferOut,,,,Unknown,19.98,1.0,19.98,0.0,EUR,Unknown
2024-08-10 00:00:00,TransferOut,,,,Unknown,5.96,1.0,5.96,0.0,EUR,Unknown
2024-08-10 00:00:00,TransferOut,,,,Unknown,0.63,1.0,0.63,0.0,EUR,Unknown
2024-08-12 00:00:00,TransferIn,,,,Unknown,160.19,1.0,160.19,0.0,EUR,Unknown
2024-08-12 00:00:00,TransferOut,,,,Unknown,0.85,1.0,0.85,0.0,EUR,Unknown
2024-08-12 00:00:00,TransferOut,,,,Unknown,7.43,1.0,7.43,0.0,EUR,Unknown
2024-08-12 00:00:00,TransferOut,,,,Unknown,16.5,1.0,16.5,0.0,EUR,Unknown
2024-08-13 00:00:00,TransferOut,,,,Unknown,11.33,1.0,11.33,0.0,EUR,Unknown
2024-08-14 00:00:00,TransferOut,,,,Unknown,4.13,1.0,4.13,0.0,EUR,Unknown
2024-08-14 00:00:00,TransferOut,,,,Unknown,10.19,1.0,10.19,0.0,EUR,Unknown
2024-08-15 00:00:00,Dividend,PG,,Procter & Gamble,Stock,4.0,0.92,3.66,0.0,EUR,Unknown
2024-08-15 00:00:00,TransferOut,,,,Unknown,96.0,1.0,96.0,0.0,EUR,Unknown
2024-08-16 00:00:00,TransferOut,,,,Unknown,9.9,1.0,9.9,0.0,EUR,Unknown
2024-08-19 00:00:00,Sell,AIXXF,,AIXTRON,Stock,11.0,18.95,208.51,0.99,EUR,Unknown
2024-08-19 00:00:00,Sell,EADSF,,Airbus,Stock,5.0,136.52,682.6,0.0,EUR,Unknown
2024-08-19 00:00:00,Buy,STLA,,Stellantis N.V.,Stock,18.0,14.51,-261.11,0.0,EUR,Unknown
2024-08-19 00:00:00,Buy,GOOGL,,Alphabet 'A',Stock,2.0,147.68,-295.36,0.0,EUR,Unknown
2024-08-19 00:00:00,Buy,PSKOF,,ORLEN,Stock,25.0,15.26,-381.55,0.0,EUR,Unknown
2024-08-20 00:00:00,Sell,ABMRF,,ABN AMRO Bank,Stock,29.0,15.29,443.27,0.0,EUR,Unknown
2024-08-20 00:00:00,Buy,DKILF,,Daikin Industries,Stock,4.0,111.75,-447.0,0.0,EUR,Unknown
2024-08-20 00:00:00,Sell,DHR,,Danaher,Stock,2.0,244.5,489.0,0.0,EUR,Unknown
2024-08-20 00:00:00,Buy,ULTA,,Ulta Beauty,Stock,1.0,343.1,-343.1,0.0,EUR,Unknown
2024-08-20 00:00:00,Sell,BAESF,,BAE Systems,Stock,40.0,15.67,626.8,0.0,EUR,Unknown
2024-08-20 00:00:00,Buy,IBKR,,Interactive Brokers Group A,Stock,12.0,27.6125,-331.35,0.0,EUR,Unknown
2024-08-20 00:00:00,Buy,JUMSF,,Jumbo,Stock,18.0,22.9,-412.2,0.0,EUR,Unknown
2024-08-20 00:00:00,Sell,CRWD,,Crowdstrike A,Stock,3.0,242.65,727.95,0.0,EUR,Unknown
2024-08-20 00:00:00,Buy,HOEGF,,Höegh Autoliners,Stock,26.0,9.86,-256.23,0.0,EUR,Unknown
2024-08-20 00:00:00,Buy,FTNT,,Fortinet,Stock,6.0,67.75,-406.5,0.0,EUR,Unknown
2024-08-20 00:00:00,TransferIn,BTC,,Bitcoin,Crypto,0.0495,59162.2,2928.53,0.0,EUR,Unknown
2024-08-20 00:00:00,TransferOut,,,,Unknown,19.67,1.0,19.67,0.0,EUR,Unknown
2024-08-21 00:00:00,TransferIn,,,,Unknown,50.0,1.0,50.0,0.0,EUR,Unknown
2024-08-21 00:00:00,Sell,JPM,,JPMorgan Chase & Co.,Stock,2.0,192.66,385.32,0.0,EUR,Unknown
2024-08-21 00:00:00,Sell,CSCO,,Cisco Systems,Stock,12.0,44.97,539.64,0.0,EUR,Unknown
2024-08-21 00:00:00,Buy,LULU,,Lululemon Athletica,Stock,2.0,236.05,-472.1,0.0,EUR,Unknown
2024-08-21 00:00:00,Buy,ALFNF,,Alfen,Stock,17.0,15.52,-263.76,0.0,EUR,Unknown
2024-08-21 00:00:00,Buy,ETSY,,Etsy,Stock,6.0,49.03,-294.15,0.0,EUR,Unknown
2024-08-22 00:00:00,Cost,,,,Unknown,0.0,1.0,0.0,4.99,EUR,Unknown
2024-08-22 00:00:00,Sell,ALFNF,,Alfen,Stock,43.0,15.84,681.12,0.0,EUR,Unknown
2024-08-22 00:00:00,Buy,HIMS,,Hims & Hers Health,Stock,17.0,15.14,-257.3,0.0,EUR,Unknown
2024-08-22 00:00:00,Buy,PLTR,,Palantir Technologies,Stock,13.0,29.15,-378.89,0.0,EUR,Unknown
2024-08-22 00:00:00,TransferOut,,,,Unknown,5.0,1.0,5.0,0.0,EUR,Unknown
2024-08-23 00:00:00,Sell,DE000SW19FA0,,"SocGen FaktS O.End CBOE VIX 16,741",Stock,1000.0,0.66,660.0,1.0,EUR,Unknown
2024-08-23 00:00:00,Dividend,BRPETRACNPR6,,Petrobras (Vz),Stock,119.0,0.0861,10.25,0.0,EUR,Unknown
2024-08-23 00:00:00,Sell,KMTUF,,Komatsu,Stock,25.0,25.01,625.25,0.0,EUR,Unknown
2024-08-23 00:00:00,Sell,VLXGF,,VOLEX,Stock,70.0,4.38,306.6,0.0,EUR,Unknown
2024-08-23 00:00:00,Buy,PYPL,,PayPal Holdings,Stock,4.0,64.87,-259.48,0.0,EUR,Unknown
2024-08-23 00:00:00,Buy,STNE,,StoneCo,Stock,20.0,12.77,-255.3,0.0,EUR,Unknown
2024-08-23 00:00:00,Buy,DE000SW19FA0,,"SocGen FaktS O.End CBOE VIX 16,741",Stock,900.0,0.7,-630.0,1.0,EUR,Unknown
2024-08-23 00:00:00,Buy,DNP.WA,,Dino Polska,Stock,60.0,7.586,-455.16,0.0,EUR,Unknown
2024-08-23 00:00:00,Buy,SOFI,,SoFi Technologies,Stock,7.0,6.59,-46.16,0.99,EUR,Unknown
2024-08-23 00:00:00,Sell,MPC,,Marathon Petroleum,Stock,2.0,156.32,312.64,0.0,EUR,Unknown
2024-08-23 00:00:00,Buy,VWSYF,,Vestas Wind Systems A/S,Stock,14.0,20.93,-293.02,0.0,EUR,Unknown
2024-08-23 00:00:00,Sell,ADBE,,Adobe Systems,Stock,1.0,497.2,497.2,0.0,EUR,Unknown
2024-08-23 00:00:00,Buy,NTLA,,Intellia Therapeutics,Stock,23.0,21.47,-493.81,0.0,EUR,Unknown
2024-08-26 00:00:00,Sell,BTAFF,,British American Tobacco,Stock,39.0,32.71,1275.69,0.0,EUR,Unknown
2024-08-26 00:00:00,Sell,TOYOF,,Toyota Motor,Stock,27.0,16.02,432.49,0.0,EUR,Unknown
2024-08-26 00:00:00,Buy,PYPL,,PayPal Holdings,Stock,4.0,64.35,-257.4,0.0,EUR,Unknown
2024-08-26 00:00:00,Buy,IBKR,,Interactive Brokers Group A,Stock,12.0,27.725,-332.7,0.0,EUR,Unknown
2024-08-26 00:00:00,Buy,META,,Meta Platforms,Stock,1.0,473.2,-473.2,0.0,EUR,Unknown
2024-08-26 00:00:00,Buy,HIMS,,Hims & Hers Health,Stock,17.0,15.1,-256.62,0.0,EUR,Unknown
2024-08-26 00:00:00,TransferOut,,,,Unknown,10.71,1.0,10.71,0.0,EUR,Unknown
2024-08-26 00:00:00,Buy,BRPETRACNPR6,,Petrobras (Vz),Stock,61.0,6.46,-394.12,0.0,EUR,Unknown
2024-08-27 00:00:00,TransferOut,,,,Unknown,14.39,1.0,14.39,0.0,EUR,Unknown
2024-08-27 00:00:00,Sell,BMY,,Bristol Myers Squibb,Stock,13.0,42.78,556.14,0.0,EUR,Unknown
2024-08-27 00:00:00,Buy,HIMS,,Hims & Hers Health,Stock,19.0,13.54,-257.17,0.0,EUR,Unknown
2024-08-27 00:00:00,Buy,PYPL,,PayPal Holdings,Stock,5.0,64.37,-321.85,0.0,EUR,Unknown
2024-08-27 00:00:00,Sell,DE000SW19FA0,,"SocGen FaktS O.End CBOE VIX 16,741",Stock,900.0,0.7,630.0,1.0,EUR,Unknown
2024-08-27 00:00:00,Sell,GMAB.CO,,Genmab,Stock,3.0,249.0,747.0,0.0,EUR,Unknown
2024-08-27 00:00:00,Buy,US86800U1043,,Super Micro Computer,Stock,1.0,492.35,-492.35,0.0,EUR,Unknown
2024-08-27 00:00:00,Sell,VLO,,Valero Energy,Stock,3.0,125.8,377.4,0.0,EUR,Unknown
2024-08-27 00:00:00,Buy,VWSYF,,Vestas Wind Systems A/S,Stock,13.0,20.6,-267.8,0.0,EUR,Unknown
2024-08-27 00:00:00,Buy,PYPL,,PayPal Holdings,Stock,5.0,63.99,-319.95,0.0,EUR,Unknown
2024-08-27 00:00:00,TransferOut,,,,Unknown,399.0,1.0,399.0,0.0,EUR,Unknown
2024-08-28 00:00:00,Dividend,KSPI,,Kaspi.kz,Stock,3.0,1.6,4.79,0.0,EUR,Unknown
2024-08-28 00:00:00,Dividend,HOEGF,,Höegh Autoliners,Stock,151.0,0.62,93.0,0.0,EUR,Unknown
2024-08-28 00:00:00,TransferOut,,,,Unknown,5.27,1.0,5.27,0.0,EUR,Unknown
2024-08-28 00:00:00,Sell,DE,,Deere & Co.,Stock,2.0,339.7,679.4,0.0,EUR,Unknown
2024-08-28 00:00:00,Buy,US86800U1043,,Super Micro Computer,Stock,1.0,361.55,-361.55,0.0,EUR,Unknown
2024-08-28 00:00:00,Buy,POWL,,POWELL INDUSTRIES,Stock,2.0,147.8,-295.6,0.0,EUR,Unknown
2024-08-28 00:00:00,TransferOut,,,,Unknown,96.0,1.0,96.0,0.0,EUR,Unknown
2024-08-29 00:00:00,Buy,FWRA.MI,,Invesco FTSE All-World UCITS ETF Acc,Stock,178.0,6.07,-1080.99,0.0,EUR,Unknown
2024-08-29 00:00:00,Sell,SYK,,Stryker,Stock,1.0,323.4,323.4,0.0,EUR,Unknown
2024-08-29 00:00:00,Buy,ULTA,,Ulta Beauty,Stock,1.0,337.3,-337.3,0.0,EUR,Unknown
2024-08-30 00:00:00,Dividend,VLXGF,,VOLEX,Stock,70.0,0.0331,2.32,0.0,EUR,Unknown
2024-08-30 00:00:00,TransferIn,,,,Unknown,1100.0,1.0,1100.0,0.0,EUR,Unknown
2024-08-30 00:00:00,Sell,LULU,,Lululemon Athletica,Stock,2.0,240.45,480.9,0.0,EUR,Unknown
2024-08-30 00:00:00,Sell,ULTA,,Ulta Beauty,Stock,2.0,306.1,612.2,0.0,EUR,Unknown
2024-08-30 00:00:00,Buy,MNST,,Monster Beverage,Stock,6.0,42.66,-255.96,0.0,EUR,Unknown
2024-08-30 00:00:00,Buy,HIMS,,Hims & Hers Health,Stock,20.0,13.41,-268.2,0.0,EUR,Unknown
2024-08-30 00:00:00,TransferOut,,,,Unknown,54.28,1.0,54.28,0.0,EUR,Unknown
2024-08-30 00:00:00,Buy,PYPL,,PayPal Holdings,Stock,4.0,65.93,-263.72,0.0,EUR,Unknown
2024-08-30 00:00:00,Buy,ACMR,,ACM Research,Stock,26.0,16.49,-428.61,0.0,EUR,Unknown
2024-08-31 00:00:00,Interest,,,,Unknown,0.95,1.0,0.95,0.0,EUR,Unknown
2024-09-02 00:00:00,TransferIn,,,,Unknown,8.15,1.0,8.15,0.0,EUR,Unknown
2024-09-02 00:00:00,Buy,PHYMF,,iShares Physical Gold ETC - USD ACC,Stock,0.185556,43.92,-8.15,0.0,EUR,Unknown
2024-09-02 00:00:00,TransferOut,,,,Unknown,4.03,1.0,4.03,0.0,EUR,Unknown
2024-09-02 00:00:00,TransferOut,,,,Unknown,11.96,1.0,11.96,0.0,EUR,Unknown
2024-09-03 00:00:00,Dividend,VLO,,Valero Energy,Stock,3.0,0.97,2.9,0.0,EUR,Unknown
2024-09-03 00:00:00,Dividend,PFE,,Pfizer,Stock,18.0,0.38,6.81,0.0,EUR,Unknown
2024-09-03 00:00:00,Buy,FWRA.MI,,Invesco FTSE All-World UCITS ETF Acc,Stock,166.0,6.1,-1011.77,0.0,EUR,Unknown
2024-09-03 00:00:00,TransferOut,,,,Unknown,6.68,1.0,6.68,0.0,EUR,Unknown
2024-09-03 00:00:00,TransferOut,,,,Unknown,89.9,1.0,89.9,0.0,EUR,Unknown
2024-09-03 00:00:00,Sell,US86800U1043,,Super Micro Computer,Stock,2.0,400.45,800.9,0.0,EUR,Unknown
2024-09-03 00:00:00,Buy,NVDA,,NVIDIA,Stock,3.0,99.61,-298.83,0.0,EUR,Unknown
2024-09-03 00:00:00,Buy,HOOD,,Robinhood,Stock,15.0,17.66,-264.9,0.0,EUR,Unknown
2024-09-03 00:00:00,Buy,PLTR,,Palantir Technologies,Stock,9.0,27.99,-251.91,0.0,EUR,Unknown
2024-09-06 00:00:00,TransferIn,,,,Unknown,245.0,1.0,245.0,0.0,EUR,Unknown
2024-09-06 00:00:00,Dividend,GB00B10RZP78,,Unilever,Stock,12.444444444444445,0.495,6.11,0.0,EUR,Unknown
2024-09-06 00:00:00,Sell,JUMSF,,Jumbo,Stock,12.0,24.56,294.72,0.0,EUR,Unknown
2024-09-06 00:00:00,Buy,HIMS,,Hims & Hers Health,Stock,25.0,12.25,-306.13,0.0,EUR,Unknown
2024-09-06 00:00:00,Sell,KSPI,,Kaspi.kz,Stock,3.0,114.0,342.0,0.0,EUR,Unknown
2024-09-06 00:00:00,Buy,SOFI,,SoFi Technologies,Stock,54.0,6.29,-339.71,0.0,EUR,Unknown
2024-09-06 00:00:00,Sell,JUMSF,,Jumbo,Stock,35.0,24.56,859.6,0.0,EUR,Unknown
2024-09-06 00:00:00,Buy,ASML.AS,,ASML Holding,Stock,1.0,684.7,-684.7,0.0,EUR,Unknown
2024-09-06 00:00:00,Buy,NU,,Nubank,Stock,12.0,12.43,-149.16,0.99,EUR,Unknown
2024-09-07 00:00:00,TransferOut,,,,Unknown,4.11,1.0,4.11,0.0,EUR,Unknown
2024-09-09 00:00:00,TransferIn,,,,Unknown,25.0,1.0,25.0,0.0,EUR,Unknown
2024-09-09 00:00:00,TransferOut,,,,Unknown,7.21,1.0,7.21,0.0,EUR,Unknown
2024-09-09 00:00:00,TransferOut,,,,Unknown,17.07,1.0,17.07,0.0,EUR,Unknown
2024-09-10 00:00:00,Dividend,MPC,,Marathon Petroleum,Stock,2.0,0.75,1.49,0.0,EUR,Unknown
2024-09-10 00:00:00,TransferOut,,,,Unknown,1.19,1.0,1.19,0.0,EUR,Unknown
2024-09-11 00:00:00,Dividend,ABMRF,,ABN AMRO Bank,Stock,29.0,0.6,17.4,0.0,EUR,Unknown
2024-09-11 00:00:00,TransferOut,,,,Unknown,96.0,1.0,96.0,0.0,EUR,Unknown
2024-09-11 00:00:00,Sell,PG,,Procter & Gamble,Stock,6.0,158.22,949.32,0.0,EUR,Unknown
2024-09-11 00:00:00,Buy,TSLA,,Tesla,Stock,3.0,200.35,-601.05,0.0,EUR,Unknown
2024-09-11 00:00:00,Buy,PLTR,,Palantir Technologies,Stock,12.0,31.02,-372.24,0.0,EUR,Unknown
2024-09-12 00:00:00,Dividend,MSFT,,Microsoft,Stock,6.0,0.68,4.05,0.0,EUR,Unknown
2024-09-12 00:00:00,TransferOut,,,,Unknown,10.0,1.0,10.0,0.0,EUR,Unknown
2024-09-13 00:00:00,Dividend,IBKR,,Interactive Brokers Group A,Stock,24.0,0.0575,1.35,0.0,EUR,Unknown
2024-09-13 00:00:00,Sell,ETSY,,Etsy,Stock,6.0,50.5,303.0,0.0,EUR,Unknown
2024-09-13 00:00:00,Buy,PSKOF,,ORLEN,Stock,25.0,14.36,-359.0,0.0,EUR,Unknown
2024-09-15 00:00:00,TransferOut,,,,Unknown,80.52,1.0,80.52,0.0,EUR,Unknown
2024-09-15 00:00:00,TransferOut,,,,Unknown,15.99,1.0,15.99,0.0,EUR,Unknown
2024-09-16 00:00:00,Buy,IE00B4NCWG09,,iShares Physical Silver ETC - USD ACC,Stock,3.771734,26.51,-100.0,0.0,EUR,Unknown
2024-09-16 00:00:00,Dividend,GOOGL,,Alphabet 'A',Stock,13.0,0.18,2.33,0.0,EUR,Unknown
2024-09-16 00:00:00,Buy,IE00B7Y34M31,,WisdomTree S&P 500 3x Daily Leveraged,Stock,1.037967,91.53,-95.0,0.0,EUR,Unknown
2024-09-16 00:00:00,Buy,PHYMF,,iShares Physical Gold ETC - USD ACC,Stock,4.419694,45.25,-200.0,0.0,EUR,Unknown
2024-09-16 00:00:00,Buy,IE00BLRPRL42,,WisdomTree NASDAQ 100 3x Daily Leveraged,Stock,0.4728,179.78,-85.0,0.0,EUR,Unknown
2024-09-16 00:00:00,TransferOut,,,,Unknown,8.31,1.0,8.31,0.0,EUR,Unknown
2024-09-19 00:00:00,TransferOut,,,,Unknown,4.11,1.0,4.11,0.0,EUR,Unknown
2024-09-19 00:00:00,TransferOut,,,,Unknown,2.4,1.0,2.4,0.0,EUR,Unknown
2024-09-20 00:00:00,Dividend,BRPETRACNPR6,,Petrobras (Vz),Stock,119.0,0.0121,1.44,0.0,EUR,Unknown
2024-09-20 00:00:00,Dividend,BRPETRACNPR6,,Petrobras (Vz),Stock,119.0,0.0735,8.75,0.0,EUR,Unknown
2024-09-20 00:00:00,TransferOut,,,,Unknown,11.95,1.0,11.95,0.0,EUR,Unknown
2024-09-20 00:00:00,Sell,ACMR,,ACM Research,Stock,26.0,15.56,404.56,0.0,EUR,Unknown
2024-09-20 00:00:00,Buy,DKILF,,Daikin Industries,Stock,3.0,113.1,-339.3,0.0,EUR,Unknown
2024-09-21 00:00:00,TransferOut,,,,Unknown,17.4,1.0,17.4,0.0,EUR,Unknown
2024-09-22 00:00:00,TransferOut,,,,Unknown,3.18,1.0,3.18,0.0,EUR,Unknown
2024-09-22 00:00:00,TransferOut,,,,Unknown,96.0,1.0,96.0,0.0,EUR,Unknown
2024-09-23 00:00:00,Cost,,,,Unknown,0.0,1.0,0.0,4.99,EUR,Unknown
2024-09-23 00:00:00,Sell,GB00B10RZP78,,Unilever,Stock,12.444444444444445,64.6875,805.0,0.0,EUR,Unknown
